NO,Department,Name,MODEL,SERIAL,MANUFACTURER,LOG_Number,Installation_Date,Warranty_End,PPM_Q_I_date,PPM_Q_I_engineer,PPM_Q_II_engineer,PPM_Q_III_engineer,PPM_Q_IV_engineer,Unnamed: 14
687,OBG,ULTRASOUND,F31,204B9313,"HITACHI,ALOKA",1877,,,11/2/2027,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
688,OBG,ULTRASOUND,F31,204L2989,"HITACHI,ALOKA",1884,,,12/2/2027,NIXON,NIXON,NIXON,NIXON,
689,OBG,ULTRASOUND,F31,204B9311,"HITACHI,ALOKA",1887,,,13/02/2027,SUJITH,ARUN,SUJITH,ARUN,
690,OBG,ULTRASOUND,F31,234L2988,"HITACHI,ALOKA",1913,,,14/02/2027,ARUN,SUJITH,ARUN,SUJITH,
691,OBG,ULTRASOUND,SONO ACE R5,SOIBM3HFD00023R,SAMSUNG MADISON,1865,,,15/02/2027,NIXON,NIXON,NIXON,NIXON,
692,OBG,ULTRASOUND,SONO ACE R5,SOIBM3HDC00045A,SAMSUNG MEDISON,1878,,,16/02/2027,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
693,OBG,ULTRASOUND,SONOACER5,B23310300000931,SAMSUNG,1879,,,17/02/2027,SUJITH,ARUN,SUJITH,ARUN,
694,OBG,ULTRASOUND,SONO ACER5,SOIBM3HG300038T,SAMSUNG,1818,,,18/02/2027,NIXON,NIXON,NIXON,NIXON,
695,OBG,ULTRASOUND,SSD-1400,M04637C,HITACHI  ALOKA,1919,,,19/02/2027,ARUN,SUJITH,ARUN,SUJITH,
696,OBG,ULTRASOUND,SONO ACER5,SOIBM3HG300037L,SAMSUNG,1921,,,20/02/2027,SUJITH,ARUN,SUJITH,ARUN,
697,OBG,ULTRASOUND,SSD-1400,M04740,ALOKA,1793,,,21/02/2027,ARUN,SUJITH,ARUN,SUJITH,
698,OBG,ULTRASOUND,SSD-1400,M05462C,Aloka Co.Ltd.Japan,1804,,,22/02/2027,SUJITH,ARUN,SUJITH,ARUN,
699,OBG,URINE ANALYSER,URYXXOM RELAX,UR 4069,Machery-Nagel,1824,,,23/02/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
700,OBG,URINE ANALYSER,URYXXON RELAX,UR4075,Machery-Nagel GmbH,1910,,,24/02/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
701,OBG,VITAL SIGN MONITOR,IM3,261436-M24903560,EDAN,1814,,,25/02/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
702,OBG,WEIGHING SCALE,WB-380,19080261,TANITA,1832,,,26/02/2027,MANU,MANU,MANU,MANU,
703,OBG,WEIGHING SCALE,WB-380,17040012,TANITA,1838,,,27/02/2027,MANU,MANU,MANU,MANU,
704,OBG,WEIGHING SCALE,WB-3000,13010164,TANITA,1844,,,28/02/2027,MANU,MANU,MANU,MANU,
705,OBG,WEIGHING SCALE,WB-3000,13070011,TANITA,1846,,,1/3/2027,MANU,MANU,MANU,MANU,
706,OBG,WEIGHING SCALE,WB-3000,13010111,TANITA,1850,,,2/3/2027,MANU,MANU,MANU,MANU,
707,OBG,WEIGHING SCALE,WB-380,17040015,TANITA,1854,,,3/3/2027,MANU,MANU,MANU,MANU,
708,OBG,WEIGHING SCALE,WB-3000,13010108,TANITA,1861,,,4/3/2027,MANU,MANU,MANU,MANU,
709,OBG,WEIGHING SCALE,WB-3000,13010090,TANITA,1869,,,5/3/2027,MANU,MANU,MANU,MANU,
710,OBG,WEIGHING SCALE,WB-3000,13010101,TANITA,1873,,,6/3/2027,MANU,MANU,MANU,MANU,
711,OBG,WEIGHING SCALE,WB-380,17010109,TANITA,1881,,,7/3/2027,MANU,MANU,MANU,MANU,
712,OBG,WEIGHING SCALE,WB-380,17010095,TANITA,1890,,,8/3/2027,MANU,MANU,MANU,MANU,
713,OBG,WEIGHING SCALE,700-1021998,5.70034E+12,SECA,1906,,,9/3/2027,NIXON,MANU,MANU,MANU,
714,OBG,WEIGHING SCALE,WB-3000,13010152,TANITA,1915,,,10/3/2027,MANU,MANU,MANU,MANU,
715,OBG,WEIGHING SCALE,WB-3000,14100159,TANITA,1925,,,11/3/2027,MANU,MANU,MANU,MANU,
716,OBG,WEIGHING SCALE,WB-3000,13010105,TANITA,1817,,,12/3/2027,MANU,MANU,MANU,MANU,
717,OBG,WEIGHING SCALE,WB-380,17010087,TANITA,1829,,,13/03/2027,MANU,MANU,MANU,MANU,
718,OPTHA, AUTO REF/KERA,ARK-1 ,433654,NIDEK,1108,,,14/03/2027,ARUN,SUJITH,NIXON,ARUN,
719,OPTHA, EXAM UNIT,LOGIC,145,FRASTEMA,1107,,,15/03/2027,SUJITH,NIXON,JAYAPRAKASH,SUJITH,
720,OPTHA, SYSTEM CHART,SC-1600 ,408786,NIDEK,1112,,,16/03/2027,ARUN,SUJITH,NIXON,ARUN,
721,OPTHA,3D OCT,3 DOCT-1 MESTRO,1010092,TOPCON   ,1130,,,17/03/2027,SUJITH,NIXON,JAYAPRAKASH,SUJITH,
722,OPTHA,ALLEGRO OCULYSER,PENTACAM,1074-1-119,WAVE LIGHT,1134,,,18/03/2027,NIXON,ARUN,JAYAPRAKASH,NIXON,
723,OPTHA,AUTO KERATO REFRACTO,TRK-2P,5270569,TOPCON   ,1116,,,19/03/2027,ARUN,JAYAPRAKASH,SUJITH,ARUN,
724,OPTHA,AUTO LENS METER,LM-600P,507978,NIDEK,1114,,,20/03/2027,ARUN,JAYAPRAKASH,SUJITH,ARUN,
725,OPTHA,AUTO REFRACTOR,ARK-1,434021,Nidek Company,1118,,,21/03/2027,JAYAPRAKASH,NIXON,SUJITH,JAYAPRAKASH,
726,OPTHA,BIOMETER,NIDEK AL-SCAN,231537,NIDEK,1133,,,22/03/2027,ARUN,SUJITH,NIXON,ARUN,
727,OPTHA,FRASTEMA EXAM UNIT + CHAIR,LOGIC,155,FRASTEMA,1117,,,23/03/2027,SUJITH,NIXON,JAYAPRAKASH,SUJITH,
728,OPTHA,Indirect Opthalmo-,Heine EW 30,213565,Heine Cor. Germany,1115,,,24/03/2027,NIXON,ARUN,JAYAPRAKASH,NIXON,
729,OPTHA,LENS METER,NIDEK LM-600P,508063,NIDEK,1123,,,25/03/2027,ARUN,JAYAPRAKASH,SUJITH,ARUN,
730,OPTHA,NIDEK SYSTEM CHART,SC-1600,409236,NIDEK,1122,,,26/03/2027,ARUN,SUJITH,NIXON,ARUN,
731,OPTHA,OPHTHALMOSCOPE,KEELER ,151585,KEELER,1124,,,27/03/2027,NIXON,JAYAPRAKASH,ARUN,NIXON,
732,OPTHA,REFRACTOR,RT-3100,A23001,Nidek Company,1120,,,28/03/2027,NIXON,JAYAPRAKASH,ARUN,NIXON,
733,OPTHA,REFRACTOR,RT3100,822897,Nidek Company,1110,,,29/03/2027,JAYAPRAKASH,NIXON,SUJITH,JAYAPRAKASH,
734,OPTHA,SLIT LAMP,KSL-H,2733,KEELER,1109,,,30/03/2027,JAYAPRAKASH,SUJITH,ARUN,JAYAPRAKASH,
735,OPTHA,SLIT LAMP,3020H,2904,KEELER,1119,,,31/03/2027,JAYAPRAKASH,NIXON,SUJITH,JAYAPRAKASH,
736,OPTHA,TONOMETER,CT-IP ,2632794,TOPCON.CORPORATION ,1106,,,1/4/2027,ARUN,SUJITH,JAYAPRAKASH,ARUN,
737,OPTHA,WEIGHING MACHINE ,WB-3000,13010103,TANITA,1111,,,2/4/2027,JAYAPRAKASH,NIXON,SUJITH,JAYAPRAKASH,
738,OR,ADAPTIVE VENTILATOR,GALILEO,6108,HAMILTON,2340,,,3/4/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
739,OR,ADAPTIVE VENTILATOR,CARESCOPE R860,CBRW02830,DATEX OHMEDA ,2345,,,4/4/2027,ARUN,SUJITH,ARUN,SUJITH,
740,OR,ADAPTIVE VENTILATOR,CARESCOPE R860,CBR Z02692,DATEX OHMEDA ,2349,,,5/4/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
741,OR,ANESTHESIA MACHINE,S/5 Aspaire,AMXH00507,OHMEDA Corp.,2045,,,6/4/2027,ARUN,SUJITH,ARUN,SUJITH,
742,OR,ANESTHESIA MACHINE,CS650,SM717320024MA,GE HEALTHCARE,2080,,,7/4/2027,ARUN,SUJITH,ARUN,SUJITH,
743,OR,ANESTHESIA MACHINE,S/5 Aspaire,AMXH00780,DATEX OHMEDA,2104,,,8/4/2027,ARUN,SUJITH,ARUN,SUJITH,
744,OR,ANESTHESIA MACHINE,Aespire,AMXM01171,OHMEDA CORP.,2113,,,9/4/2027,SUJITH,ARUN,SUJITH,ARUN,
745,OR,ANESTHESIA MACHINE,S/5 Aspaire,AMXG00824,DATEX OHMEDA ,2159,,,10/4/2027,SUJITH,ARUN,SUJITH,ARUN,
746,OR,ANESTHESIA MACHINE,A9,AG4-2A000758,MINDRAY,2181,,,11/4/2027,SUJITH,ARUN,SUJITH,ARUN,
747,OR,ANESTHESIA MACHINE,AESPIRE,AMX150400I0WA,DATEX OHMEDA,2192,,,12/4/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
748,OR,ANESTHESIA MACHINE,S/5 Aespire,AMXGOOA25,DATEX OHMEDA,2199,,,13/04/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
749,OR,ANESTHESIA MACHINE,AESPIRES/5,AMSK01497,DATEX OHMEDA,2214,,,14/04/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
750,OR,ANESTHESIA MACHINE,A9,FX7-4C001059,MINDRAY,2744,,,15/04/2027,ARUN,ARUN,ARUN,ARUN,
751,OR,ANESTHESIA MACHINE ,A5,FS4-4C000973,MINDRAY,2743,,,16/04/2027,ARUN,ARUN,ARUN,ARUN,
752,OR,ANESTHESIA MONITOR,Cardio Cap/5,FBWG02140,DATEX OHMEDA ,2344,,,17/04/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
753,OR,ANESTHESIA MONITOR,Cardio Cap/5,5146333,OHMEDA Corp.,2347,,,18/04/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
754,OR,ARGO PLASMA,EMED,501714/510662,EMED POLAND ,2128,,,19/04/2027,SUJITH,ARUN,SUJITH,ARUN,
755,OR,ARGON PLASMA MACHNE,ARGOPLASMA,501714,EMED,2178,,,20/04/2027,SUJITH,ARUN,SUJITH,ARUN,
756,OR,ARTHOCARE SPOT MEDICINE,RF12000,B00560,ARTHOCARE CO,2004,,,21/04/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
757,OR,ASPIRATOR,MENTOR,05-125014,BYRON MEDICAL,2184,,,22/04/2027,SUJITH,ARUN,SUJITH,ARUN,
758,OR,ASPIRATOR,6036,20150904003,COMCO,2341,,,23/04/2027,SUJITH,ARUN,SUJITH,ARUN,
759,OR,BELMONT INFUSION PUMP,RI-2,2022107869,BELMONT TECHNOLOGY ,1998,,,24/04/2027,SUJITH,ARUN,SUJITH,ARUN,
760,OR,BLANKET/SALINE WARMER,FW C/SP,11J 1798,HASAWI,1996,,,25/04/2027,MANU,MANU,MANU,MANU,
761,OR,BLOOD WARMER,BW685S,803125,BIGLER,2270,,,26/04/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
762,OR,C- ARM MONITOR,MMM17AB,AL07051200-4392/92,Philips,2000,,,27/04/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
763,OR,CAMERA UNIT,1288-HD,14GO50014,STRYKER,2152,,,28/04/2027,SUJITH,ARUN,SUJITH,ARUN,
764,OR,C-ARM ,BV Libra,55091460,Philips ,2001,,,29/04/2027,SUJITH,ARUN,SUJITH,ARUN,
765,OR,C-ARM MACHINE,TCA 6R,55-09-14-60,TECHNIX,2023,,,30/04/2027,SUJITH,ARUN,SUJITH,ARUN,
766,OR,CAUTERY MACHINE,FORCE TRIAD,D4E40931EX,COVIDIEN,2154,,,1/5/2027,SUJITH,ARUN,SUJITH,ARUN,
767,OR,CCU IMAGE I CONNECT,TC200,YR796434-P,KARL STORZ,2117,,,2/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
768,OR,COLD VASER PROMELTER,PROMELTER HD,D42,MED AESTHETIC,2142,,,3/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
769,OR,COLOUR VIDEO PRINTER,UP25MD,711036,SONY,2033,,,4/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
770,OR,COLOUR VIDEO PRINTER,HVO-550MD,110412,SONY,2150,,,5/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
771,OR,COLPOSCOPE,EVA500D,170107443,Labomed,2136,,,6/5/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
772,OR,CONTROL UNIT,W-300,300K2402005,MED WARM,2138,,,7/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
773,OR,CRAFT SUCTION UNIT,DaI  sec,8201169,Rochet Medical,2037,,,8/5/2027,SUJITH,ARUN,SUJITH,ARUN,
774,OR,DEFIBRILATOR,CARDIOAID360B,14206323,INNOMED MEDICAL,2211,,,9/5/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
775,OR,DEFIBRILATOR,RENABEX700,2008/20022213,BEXON CARDIO ,2780,,,10/5/2027,NIXON,NIXON,NIXON,NIXON,
776,OR,DENTAL EQUIPMENT UNIT,WA 98072,FC0872014-01-01,AISEPTICO,2007,,,11/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
777,OR,DENTAL SCALER MACHINE,COMBI S,046EH010,MECTRON,2017,,,12/5/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
778,OR,DIGITAL TOURNIQUET,RS 3000,550,RAEEN,2011,,,13/05/2027,SUJITH,ARUN,SUJITH,ARUN,
779,OR,DIGITAL TOURNIQUET,RS 3000,1431,RAEEN,2012,,,14/05/2027,SUJITH,ARUN,SUJITH,ARUN,
780,OR,DIGITAL VIDEO COLPOSCOPE,AL-106,121ABDR0033,MEDGYN,2747,,,15/05/2027,NIXON,NIXON,NIXON,NIXON,
781,OR,DVT MACHINE,DVT-7700,DW70B20120027,WONJIN,2109,,,16/05/2027,SUJITH,ARUN,SUJITH,ARUN,
782,OR,DVT MACHINE,DVT-7700,D770V19110002,WONJIN,2126,,,17/05/2027,SUJITH,ARUN,SUJITH,ARUN,
783,OR,DVT MACHINE,DVT-7700,D770B22010002,WONJIN,2164,,,18/05/2027,SUJITH,ARUN,SUJITH,ARUN,
784,OR,DVT MACHINE,DVT-7700,D770B20120028,WONJIN,2189,,,19/05/2027,SUJITH,ARUN,SUJITH,ARUN,
785,OR,ELECTRIC HAND PIECE,XL-30W,F152882,OSADA ELECTRIC,2020,,,20/05/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
786,OR,ELECTRIC HAND PIECE,XL-30W,F183116,OSADA ELECTRIC,2021,,,21/05/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
787,OR,ELECTRO SURGICAL UNIT,ICC300,F-1875,ERBE,2102,,,22/05/2027,ARUN,SUJITH,ARUN,SUJITH,
788,OR,ELECTRO SURGICAL UNIT,ESG-400,15203W140006,OLYMPUS,2134,,,23/05/2027,ARUN,SUJITH,ARUN,SUJITH,
789,OR,ELECTRO SURGICAL UNIT,COBLATOR II,CE1361,ARTHOCARE CO,2019,,,24/05/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
790,OR,ELECTRONIC ENDOFLATOR,26430520,GB17298-B#,Karl Storz,2100,,,25/05/2027,ARUN,SUJITH,ARUN,SUJITH,
791,OR,ELECTRONIC ENDOFLATOR,26430520,GB17298-B,"KARL STORZ,GERMANY  ",2118,,,26/05/2027,ARUN,SUJITH,ARUN,SUJITH,
792,OR,ELECTROSURGICAL UNIT,ICC350,D-1099,ERBE,2123,,,27/05/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
793,OR,ELECTROSURGICAL UNIT,SYSTEM5000,16300026,CONMED,2186,,,28/05/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
794,OR,ELECTROSURGICAL UNIT,SURGILE CMC3,208,LAMIDEY NOURY,2195,,,29/05/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
795,OR,ELECTROSURGICAL UNIT,SURGILECMC3,209,LAMIDEY NOURY,2206,,,30/05/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
796,OR,ELECTROSURGICAL UNIT,SYSTEM 5000,14KGP038,CONMED,2219,,,31/05/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
797,OR,ENDODERMAL RADIO,ATIVA,AM02170880,ETALIAN ENGINEERING,2016,,,1/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
798,OR,ENDOSCOPE,20161420-1,YR15967,STORZ,2153,,,2/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
799,OR,ENDOSCOPIC CLR LCD,EX2721,21621050,STORZ,2175,,,3/6/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
800,OR,ENDOSCOPIC UNIT,UNIDRYSELECT UM,UM00600,"KARL STORZ,GERMANY  ",2171,,,4/6/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
801,OR,ENDOSCOPIC UNIT,ENDOMAT UP220,WM01382,"KARL STORZ,GERMANY  ",2172,,,5/6/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
802,OR,ENDOSCOPIC UNIT,ENDOMAT UP220,WM01410,"KARL STORZ,GERMANY  ",2173,,,6/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
803,OR,ENDOSCOPY TOWER,LMD2765MD,3000864,SONY,2092,,,7/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
804,OR,ENT MICROSCOPE,62,1145,KAPS,2131,,,8/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
805,OR,ENT MICROSCOPE,PRIMA,1508-01400,LABOMED,2132,,,9/6/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
806,OR,ENT SHAVER SYSTEM,OSSEOUNO,17D0002,BIENAIR SURGERY SA.,2155,,,10/6/2027,SUJITH,ARUN,SUJITH,ARUN,
807,OR,ESWL,INTEGRA,116,DIREX,2167,,,11/6/2027,ARUN,ARUN,ARUN,ARUN,
808,OR,ETHICON ENDOSURGERY,ETHICON,1111510073,HARMONIC,2005,,,12/6/2027,SUJITH,ARUN,SUJITH,ARUN,
809,OR,FEMTOSECOND LASER,FEMTO LVD,HS3.2.094,ZIEMER,2137,,,13/06/2027,ARUN,SUJITH,ARUN,SUJITH,
810,OR,FLOW CONTROL VALVE,COBLATOR II,UROH0009HD,ARTHOCARE CO,2018,,,14/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
811,OR,GLIDESCOPE,VLRM,RM230411803636,HUGEMED,2111,,,15/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
812,OR,HD CAMERA SOURCE,4K ULTRA HD,956389,TONTARA,2029,,,16/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
813,OR,HD VIDEO RECORDER,HVO-550MD,115151,SONY,2027,,,17/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
814,OR,HD VIDEO RECORDER,HVO-550MD,118041,SONY,2032,,,18/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
815,OR,HD VIDEO RECORDER,HVO-550MD,119774,SONY,2101,,,19/06/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
816,OR,HYDRO IRRIGATION MACHINE,100-0031,M12002451,K.M.L,2034,,,20/06/2027,SUJITH,ARUN,SUJITH,ARUN,
817,OR,INFANT RESUCITATOR,1W931AEU,91208001451,FISHER &PAYKAL,2208,,,21/06/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
818,OR,INFILTRATION PUMP,1000-0031,H12003338,KMI,2218,,,22/06/2027,ARUN,SUJITH,ARUN,SUJITH,
819,OR,INSUFFLATOR,HIGH FLOW45,1100204352,RICHARD WOLF,2031,,,23/06/2027,ARUN,SUJITH,ARUN,SUJITH,
820,OR,IRRIGATION PUMP,PM304,2303CE0315/WOMO,TONTARA,2002,,,24/06/2027,ARUN,SUJITH,ARUN,SUJITH,
821,OR,LASER UNIT FOR TIGHTENING,ACCUSCULPT,L0210C006,LUTRONIC INC.,2185,,,25/06/2027,ARUN,SUJITH,ARUN,SUJITH,
822,OR,LED LIGHT SOURCE,05-0760LED,965688,TONTARA,2028,,,26/06/2027,MANU,MANU,MANU,MANU,
823,OR,LIGHT SOURCE,POWER LED-300,977807,I10 ELECTRONIC,2151,,,27/06/2027,MANU,MANU,MANU,MANU,
824,OR,LIPO MACHINE,VIBRA SAT PRO,1058755,MOLLAR MEDICAL,2010,,,28/06/2027,SUJITH,ARUN,SUJITH,ARUN,
825,OR,LIPO VASER,110-0036 EVENT X,10002N,SOLTA MEDICAL,2216,,,29/06/2027,SUJITH,ARUN,SUJITH,ARUN,
826,OR,MONITOR ESWL,EM19TFT.1/MCII,905242,EICO,2024,,,30/06/2027,ARUN,SUJITH,ARUN,SUJITH,
827,OR,NAVIGATION ENT,POLARIS VICRA,P6-01713,"KARL STORZ,GERMANY  ",2170,,,1/7/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
828,OR,NOMOGRAM,EVOLUTION35,8436,MORIA,2143,,,2/7/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
829,OR,O.R CEILING LIGHT,PENTA63N,29578,RIMSA,2085,,,3/7/2027,MANU,MANU,MANU,MANU,
830,OR,O.R CEILING LIGHT,PENTA 63N,29579,RIMSA,2108,,,4/7/2027,MANU,MANU,MANU,MANU,
831,OR,O.R LIGHT,D530plus/D650,5910060-k14193,"BERCHTOLD, GERMANY",2044,,,5/7/2027,MANU,MANU,MANU,MANU,
832,OR,O.R LIGHT,PENTA 63N,29574,RIMSA,2125,,,6/7/2027,MANU,MANU,MANU,MANU,
833,OR,O.R LIGHT,CHROMOPHARE-D650,6010060-K-13084,BERCHTOLD,2162,,,7/7/2027,MANU,MANU,MANU,MANU,
834,OR,O.R LIGHT,PENTA 63N,29576,RIMSA,2187,,,8/7/2027,MANU,MANU,MANU,MANU,
835,OR,O.R LIGHT,K6-2U,K6212070045,AQUAMED,2197,,,9/7/2027,MANU,MANU,MANU,MANU,
836,OR,O.R LIGHT,PENTA63N,29577,RIMSA,2209,,,10/7/2027,MANU,MANU,MANU,MANU,
837,OR,O.R LIGHT SMALL,PENTA30E,27221,RIMSA,2203,,,11/7/2027,MANU,MANU,MANU,MANU,
838,OR,O.R TABLE,AT-6700,151203208,"ACUMED, TAIWAN",2041,,,12/7/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
839,OR,O.R TABLE,AT-6700NRB,151703293,AQUAMED,2084,,,13/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
840,OR,O.R TABLE,AT-6700NRV,152205388,AQUAMED,2127,,,14/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
841,OR,O.R TABLE,V-750,NV111020091,NUVO,2161,,,15/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
842,OR,O.R TABLE,V1000T,NV210030032,NUVO,2188,,,16/07/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
843,OR,O.R TABLE,D202612101,T2AB-4C-2194,ESCHMANN England,2198,,,17/07/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
844,OR,O.R TABLE,AT-6700NRB,151807322,AQUAMED,2210,,,18/07/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
845,OR,O.R TABLE,AT-6700NRB,152204382,AQUAMED,2221,,,19/07/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
846,OR,OPTHALMIC MICROSCOPE,STAND LX3,1701134804X,LUXOR,2135,,,20/07/2027,NIXON,SUJITH,NIXON,SUJITH,
847,OR,OR.LIGHT,PENTA63N,29575,RIMSA,2222,,,21/07/2027,MANU,MANU,MANU,MANU,
848,OR,ORAL XRAY,6140-143,25077595,SCHICK SDX,2022,,,22/07/2027,ARUN,SUJITH,ARUN,SUJITH,
849,OR,OT TABLE,AT-6700NRB,151909356,ACOMED,2110,,,23/07/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
850,OR,PATIENT MONITOR,ELITE V6,260597-M19711210001,EDAN INSTRUMENTS,2046,,,24/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
851,OR,PATIENT MONITOR,B40I,SMBI7290004HA,LGE,2081,,,25/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
852,OR,PATIENT MONITOR,LMDX2705MD,3100012,SONY,2098,,,26/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
853,OR,PATIENT MONITOR,ELITE V6,260597-M20411470003,EDAN,2105,,,27/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
854,OR,PATIENT MONITOR,ELITE V6,260597-M20411470001,EDAN,2114,,,28/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
855,OR,PATIENT MONITOR,LMD-2765MD,3002629,SONY,2115,,,29/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
856,OR,PATIENT MONITOR,CARDIOCAP15,6196870,Datex Ohmeda,2160,,,30/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
857,OR,PATIENT MONITOR,BENEVIEW T5,CM-8C105036,BENEVIEW MINDRAY,2165,,,31/07/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
858,OR,PATIENT MONITOR,BENEVISION-N17,F2-28019768,MINDRAY,2182,,,1/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
859,OR,PATIENT MONITOR,ELITE V6,M20B17750001,EDAN,2193,,,2/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
860,OR,PATIENT MONITOR,ELITE V6,M22301590001,EDAN,2201,,,3/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
861,OR,PATIENT MONITOR,B40I,SK314497122AA,GE,2215,,,4/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
862,OR,PATIENT MONITOR,VITAPIA 7000K,BV1502100041,TRISMED,2226,,,5/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
863,OR,PATIENT MONITOR,VITAPIA7000K,BV1502100040,TRISMED,2229,,,6/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
864,OR,PATIENT MONITOR,Eagle4000,101065499,MORQUETTE HELLIGE,2234,,,7/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
865,OR,PATIENT MONITOR,CARDIOCAP15,6447678,DATEX OHMEDA,2235,,,8/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
866,OR,PATIENT MONITOR,VITAPIA7000K,M1521040056,TRISMED,2357,,,9/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
